gbest for task 3	1.25484	-4.04187	2.40272	0.560615	0.698322	-4.36694	1.61514	-3.11765	-3.22664	2.78012	-0.833774	2.9014	-4.93262	2.16826	-0.136842	2.22471	-2.66102	-1.64898	3.46533	1.87011	-0.840242	4.38835	4.43308	-3.76086	-1.35126	-1.90884	4.74607	-0.0793105	0.808597	-4.50946	-0.0873138	-2.93657	-3.55133	-2.68459	2.62405	2.14699	-2.05154	-0.760809	4.02935	-0.27818	-2.98069	-1.80443	-2.37678	-2.91331	-4.63616	2.48638	4.31139	-2.29718	-4.1626	2.77672
gbest for task 0	-2.01409	-2.27116	-1.38244	-3.79028	4.51842	-0.722029	3.22979	-2.80439	4.15465	1.71202	4.6192	2.62783	0.140489	-2.77999	-3.45007	-1.24113	0.320396	0.625326	4.63468	-0.314596	-4.22302	1.55708	1.75263	-2.30345	-1.12854	2.43352	-2.32028	-0.0262588	1.51951	-3.48148	3.43113	4.50542	-0.752643	-2.95131	-4.28486	-1.23422	1.32666	3.94493	0.961386	0.481316	0.656954	0.580587	-1.89086	-4.20256	2.8006	-0.340926	-0.443686	-1.87901	-4.7156	-0.809005
gbest for task 4	0.681501	0.583389	-4.64218	3.51912	-4.68975	3.22545	-0.660764	3.99878	-1.2806	-1.34817	1.07266	2.96738	-2.6282	-2.38398	0.670299	-3.72964	1.52118	1.14277	4.25649	1.01961	1.36685	2.0683	-3.6385	-1.41161	3.25138	3.07349	-3.36163	0.776534	3.02534	-0.190017	-2.75771	-1.29316	-4.60663	-2.39989	-2.77404	-4.29638	-4.17444	1.5652	4.7024	-0.455036	-4.78297	0.775061	-2.48766	-2.41117	3.39108	3.18264	-1.14082	-0.0877341	-0.674584	-1.88433
gbest for task 4	2.36457	-0.514431	1.37463	0.560088	4.3651	-2.26367	-2.64107	0.594497	-2.31222	-0.588732	-3.64068	3.5513	-3.2729	-1.16534	-3.84604	-3.05208	3.9991	-0.746867	4.23603	1.13306	-0.885014	-4.99569	-0.266592	-2.14078	-3.45462	-1.70452	1.76958	-1.06059	1.12054	0.581684	-4.17566	-1.51489	-4.93275	2.19897	4.0452	4.43235	4.93531	-3.59586	0.0268474	-2.37691	0.815405	1.38617	-3.82562	2.5425	-4.77917	-2.67165	4.49042	4.21993	1.58148	3.72645
gbest for task 1	1.05844	3.31838	1.75028	3.66688	1.29578	-0.281713	-3.96968	1.35335	4.51387	-0.0625795	0.255224	-4.63952	1.96204	-2.34991	3.01828	-1.88109	-0.730959	-1.17612	4.12801	-0.28239	-2.48291	-4.16334	-2.57266	3.36029	4.78776	-0.286483	0.0137942	4.48493	4.66006	4.60094	-2.88277	0.7185	2.91932	3.86751	-0.614617	-0.784901	-1.4142	0.415703	-4.43155	-1.90033	-4.64688	0.823671	-1.53984	2.31516	3.47376	-3.52156	-4.56593	-2.2572	0.302321	4.56209
gbest for task 5	1.05844	3.31838	1.75028	3.66688	1.29578	-0.281713	-3.96968	1.35335	4.51387	-0.0625795	0.255224	-4.63952	1.96204	-2.34991	3.01828	-1.88109	-0.730959	-1.17612	4.12801	-0.28239	-2.48291	-4.16334	-2.57266	3.36029	4.78776	-0.286483	0.0137942	4.48493	4.66006	4.60094	-2.88277	0.7185	2.91932	3.86751	-0.614617	-0.784901	-1.4142	0.415703	-4.43155	-1.90033	-4.64688	0.823671	-1.53984	2.31516	3.47376	-3.52156	-4.56593	-2.2572	0.302321	4.56209
gbest for task 5	2.93102	0.530169	3.32138	1.58853	3.70379	4.82777	3.89441	3.64929	1.40182	-4.83636	-4.04855	0.20637	0.288002	3.78068	-0.76641	1.5593	2.18208	3.49417	2.93934	-3.02665	4.88534	3.73397	-0.880098	1.70717	-1.43465	-3.23686	-4.03171	-2.32984	-4.31028	-2.50998	-1.89424	3.62074	3.02019	-3.57286	0.209262	1.72398	-3.7451	-0.896326	0.37327	2.65673	-0.732683	1.32472	-2.1369	4.55532	0.105402	2.09669	1.11462	-2.71252	0.590858	-0.946042
gbest for task 2	4.44596	-1.56466	-4.62652	0.0467825	2.37706	-3.53387	-3.05588	2.5629	-1.87194	-3.8811	3.44342	4.71962	-4.66175	-0.611219	-4.20889	3.62425	0.368336	0.534181	1.73844	3.87644	1.07672	-3.23658	-1.36957	0.672742	-3.35605	-2.69553	-3.75437	1.82653	-4.3462	-0.539727	-0.0642604	-4.90024	2.89561	0.309219	0.146539	0.272676	1.77535	2.09066	-2.16443	4.90341	3.20956	-3.72101	4.62303	3.54781	0.667774	-4.58586	2.17206	-3.96389	0.948319	-1.0895
gbest for task 6	3.61499	-4.78681	3.62506	4.66317	-1.45915	-0.304324	-4.92039	-0.607817	-4.02702	-0.446928	0.633967	2.91594	3.88269	-3.89917	2.57324	-4.85234	4.31197	0.247689	2.28299	-2.3956	-1.13194	-2.52259	4.85347	-2.67973	-0.243675	-3.93826	3.88162	-2.96454	0.183357	-0.380824	3.37334	-1.20165	-0.16763	1.9984	-1.53848	3.37322	-3.30592	-1.45887	-2.23459	-2.33294	3.0942	3.39937	-4.417	1.97689	4.50021	3.15623	2.12455	3.81218	-1.59608	-0.592462
gbest for task 6	-2.99796	2.71435	1.04512	-0.192222	-3.67671	-2.3987	-0.146711	3.21253	3.38906	-4.4625	0.337779	4.12782	-1.31176	4.79133	-2.93621	-4.46352	1.85318	0.384194	-2.86291	2.14239	2.65097	-3.95412	1.21068	2.85646	-1.46491	-0.11904	-2.36337	1.20719	1.60994	-4.65641	-3.35532	3.61199	3.05794	2.68981	-1.58023	4.38123	-4.70889	3.27305	2.59376	3.68017	3.81055	-2.06846	2.80799	-2.5012	-2.27713	4.87178	-1.96472	4.57605	0.255976	0.172366
gbest for task 3	2.93102	0.530169	3.32138	1.58853	3.70379	4.82777	3.89441	3.64929	1.40182	-4.83636	-4.04855	0.20637	0.288002	3.78068	-0.76641	1.5593	2.18208	3.49417	2.93934	-3.02665	4.88534	3.73397	-0.880098	1.70717	-1.43465	-3.23686	-4.03171	-2.32984	-4.31028	-2.50998	-1.89424	3.62074	3.02019	-3.57286	0.209262	1.72398	-3.7451	-0.896326	0.37327	2.65673	-0.732683	1.32472	-2.1369	4.55532	0.105402	2.09669	1.11462	-2.71252	0.590858	-0.946042
gbest for task 7	1.25484	-4.04187	2.40272	0.560615	0.698322	-4.36694	1.61514	-3.11765	-3.22664	2.78012	-0.833774	2.9014	-4.93262	2.16826	-0.136842	2.22471	-2.66102	-1.64898	3.46533	1.87011	-0.840242	4.38835	4.43308	-3.76086	-1.35126	-1.90884	4.74607	-0.0793105	0.808597	-4.50946	-0.0873138	-2.93657	-3.55133	-2.68459	2.62405	2.14699	-2.05154	-0.760809	4.02935	-0.27818	-2.98069	-1.80443	-2.37678	-2.91331	-4.63616	2.48638	4.31139	-2.29718	-4.1626	2.77672
gbest for task 7	-0.8197	-3.33235	2.60121	-2.89876	2.97653	-2.81896	1.84278	3.08301	-4.50786	-4.82271	-2.96039	-2.00294	-0.744065	3.63873	1.65839	-4.7034	3.79196	0.261141	1.04262	3.55431	-1.68285	-0.881445	4.20208	-3.19327	-1.52743	0.49197	2.65055	-1.38147	2.4219	-1.16674	2.4227	-3.3978	0.500908	0.0239116	-1.29656	-1.52257	2.20495	-4.45378	-3.43956	2.69709	-4.27649	-1.39995	-4.30585	-0.0205583	-2.76122	2.35254	0.276041	-3.96926	-2.38632	-3.68134
gbest for task 4	-3.45537	3.81184	-4.34428	-2.69896	-4.7395	2.99787	1.77434	3.9265	0.595033	4.57868	3.18631	-2.6382	3.71326	3.35086	3.17583	-3.41939	4.31993	-1.68412	3.73693	1.11044	-1.02696	-1.51703	-1.76064	-2.61531	-0.775633	2.13812	3.93034	-3.53437	0.786374	2.61902	3.80613	2.331	1.43086	4.46185	4.63204	1.69136	2.45972	1.40638	0.617858	-1.94525	0.985066	-1.19583	0.416549	-0.301671	-2.84497	-1.40762	1.27894	-3.52504	1.90826	0.0158679
gbest for task 8	4.44596	-1.56466	-4.62652	0.0467825	2.37706	-3.53387	-3.05588	2.5629	-1.87194	-3.8811	3.44342	4.71962	-4.66175	-0.611219	-4.20889	3.62425	0.368336	0.534181	1.73844	3.87644	1.07672	-3.23658	-1.36957	0.672742	-3.35605	-2.69553	-3.75437	1.82653	-4.3462	-0.539727	-0.0642604	-4.90024	2.89561	0.309219	0.146539	0.272676	1.77535	2.09066	-2.16443	4.90341	3.20956	-3.72101	4.62303	3.54781	0.667774	-4.58586	2.17206	-3.96389	0.948319	-1.0895
gbest for task 8	-0.537961	1.22378	-0.355588	-3.76593	0.743533	4.83829	1.03031	-0.704033	-4.80783	-0.227677	1.94065	-1.69768	-4.08046	-3.82571	3.49692	0.377092	0.904141	-1.52453	4.17532	0.66164	2.92	-1.26063	2.04421	-3.41113	-1.06271	3.25534	-3.75377	-1.25695	-1.48695	0.269388	-3.79584	2.97509	-3.50683	0.848574	4.20916	2.2367	0.686865	0.239472	-3.46733	0.879033	-4.98821	3.47332	4.18135	-4.06866	4.64761	2.67827	1.30843	0.551749	-3.84626	0.483752
gbest for task 5	-0.537961	1.22378	-0.355588	-3.76593	0.743533	4.83829	1.03031	-0.704033	-4.80783	-0.227677	1.94065	-1.69768	-4.08046	-3.82571	3.49692	0.377092	0.904141	-1.52453	4.17532	0.66164	2.92	-1.26063	2.04421	-3.41113	-1.06271	3.25534	-3.75377	-1.25695	-1.48695	0.269388	-3.79584	2.97509	-3.50683	0.848574	4.20916	2.2367	0.686865	0.239472	-3.46733	0.879033	-4.98821	3.47332	4.18135	-4.06866	4.64761	2.67827	1.30843	0.551749	-3.84626	0.483752
gbest for task 9	2.36457	-0.514431	1.37463	0.560088	4.3651	-2.26367	-2.64107	0.594497	-2.31222	-0.588732	-3.64068	3.5513	-3.2729	-1.16534	-3.84604	-3.05208	3.9991	-0.746867	4.23603	1.13306	-0.885014	-4.99569	-0.266592	-2.14078	-3.45462	-1.70452	1.76958	-1.06059	1.12054	0.581684	-4.17566	-1.51489	-4.93275	2.19897	4.0452	4.43235	4.93531	-3.59586	0.0268474	-2.37691	0.815405	1.38617	-3.82562	2.5425	-4.77917	-2.67165	4.49042	4.21993	1.58148	3.72645
gbest for task 9	3.83393	2.09426	4.13588	-2.53836	-4.59558	0.252262	4.73623	4.3355	3.6435	2.65239	-0.019033	-2.11492	0.196363	-2.15081	-4.38299	0.0145473	-2.82934	-0.951146	-0.939882	-0.674567	-3.64271	-2.97532	3.56827	-2.68467	-1.14113	-2.16155	-4.88851	2.90487	1.87566	2.09925	4.52373	0.709593	-0.806483	3.65961	3.17124	-0.402066	-1.08813	2.90747	-1.06657	-2.44463	0.559861	3.9144	0.440451	-4.24378	-3.23641	1.05746	0.770771	-1.06575	-4.89369	4.83089
gbest for task 6	-2.6063	-1.8442	1.10547	-2.80519	2.43502	-3.13955	3.15432	2.47057	-2.08004	-2.4146	-2.15677	-3.74404	4.34081	-0.578577	1.08605	4.02744	-1.54156	-2.88643	-2.82649	3.4954	0.357118	2.12664	4.28668	1.80977	3.16274	1.34393	-3.00861	-0.310671	-0.972165	-2.96925	3.92652	1.42153	0.186555	0.0319836	3.61634	-2.37842	1.89243	1.77067	-4.90786	4.81239	4.35607	-2.06462	-3.93165	3.69688	2.3568	2.1544	2.72431	-4.18476	4.26797	4.89782
gbest for task 10	-1.05498	2.51931	4.77212	-1.88924	-0.503322	-3.42855	-2.68783	-2.27438	2.9789	1.55453	-1.61957	3.46716	3.33364	0.97391	-3.32229	1.6402	1.05807	3.28404	-4.30744	2.51714	-1.76858	-1.34347	3.29219	-3.98191	2.15908	2.62022	3.04316	4.61475	-1.01027	2.70735	-0.853222	2.93475	0.226656	-1.08111	-3.95448	4.72333	0.490348	-1.64232	-2.55104	-1.53075	4.91221	0.829384	-3.06359	3.24584	-3.19671	-1.38588	-0.113953	2.86136	-3.10183	0.57861
gbest for task 10	3.47768	2.68443	-4.43441	-0.115706	-3.00939	4.81327	2.58724	0.0586164	4.78952	-3.84189	-2.90671	-1.02408	-1.23056	-2.18706	0.864419	-0.191123	2.69701	-1.03739	-0.454131	-3.47898	3.81435	4.75412	0.74562	1.18052	-0.111368	0.522383	-3.93839	-0.603167	2.23553	-4.28727	2.07913	0.713201	3.39716	2.64472	-4.4025	-4.61223	2.45799	3.18474	0.446389	2.24751	4.34285	2.53968	-3.77657	-1.88771	-4.64739	2.08785	2.92116	3.04962	-3.94954	-2.53297
gbest for task 7	-0.189271	2.36968	-0.00414849	0.755658	-2.45712	-3.74386	0.39498	3.95307	-0.37323	-1.86627	-1.38221	2.79048	-0.484826	-4.16752	0.981998	0.517046	-2.41039	-1.32448	-2.09826	-2.55163	-2.61726	-0.912039	-3.50507	2.60559	-3.59448	1.05803	1.61289	-2.03726	0.416038	-1.81067	2.63992	-4.77323	-4.44099	-2.36423	0.982425	-1.89811	-1.1081	-3.62259	-2.94505	3.51867	-0.488864	0.672746	1.30915	4.02631	1.50522	-2.70885	-0.456644	4.09484	0.96667	2.44509
gbest for task 11	2.93102	0.530169	3.32138	1.58853	3.70379	4.82777	3.89441	3.64929	1.40182	-4.83636	-4.04855	0.20637	0.288002	3.78068	-0.76641	1.5593	2.18208	3.49417	2.93934	-3.02665	4.88534	3.73397	-0.880098	1.70717	-1.43465	-3.23686	-4.03171	-2.32984	-4.31028	-2.50998	-1.89424	3.62074	3.02019	-3.57286	0.209262	1.72398	-3.7451	-0.896326	0.37327	2.65673	-0.732683	1.32472	-2.1369	4.55532	0.105402	2.09669	1.11462	-2.71252	0.590858	-0.946042
gbest for task 11	-0.189271	2.36968	-0.00414849	0.755658	-2.45712	-3.74386	0.39498	3.95307	-0.37323	-1.86627	-1.38221	2.79048	-0.484826	-4.16752	0.981998	0.517046	-2.41039	-1.32448	-2.09826	-2.55163	-2.61726	-0.912039	-3.50507	2.60559	-3.59448	1.05803	1.61289	-2.03726	0.416038	-1.81067	2.63992	-4.77323	-4.44099	-2.36423	0.982425	-1.89811	-1.1081	-3.62259	-2.94505	3.51867	-0.488864	0.672746	1.30915	4.02631	1.50522	-2.70885	-0.456644	4.09484	0.96667	2.44509
gbest for task 8	-4.5535	-3.40222	3.21573	-0.980804	-1.54624	-4.43224	-2.1237	3.62404	-4.28918	-4.17493	-3.32236	-1.85351	2.741	-2.39287	1.58592	2.00966	-3.46821	4.96918	2.74078	1.72074	0.632852	-3.99957	1.07701	-3.85635	2.5551	-0.907932	2.34278	2.61327	4.27903	-3.21021	-4.26015	4.72554	-1.61244	3.95557	-1.25527	1.84132	4.52333	1.62104	0.465357	-4.76584	2.44611	2.14299	-1.61935	0.187105	4.75013	4.96656	-2.80323	-3.71808	4.93574	4.93754
gbest for task 12	-3.70938	4.35731	1.94614	-4.65003	-3.8347	0.295433	-2.93085	2.76986	3.20783	4.5869	-3.16473	-1.73718	-3.13068	-4.51561	1.38858	4.69029	4.85102	-3.18066	-3.68776	0.984154	1.79761	-4.05266	1.89082	2.61373	4.77087	3.78701	2.13559	1.8374	-0.180599	4.68337	-4.179	1.11002	4.04068	2.76714	1.45999	-4.79402	-1.93742	3.52915	2.97584	-3.7296	3.11605	4.81111	-0.466779	4.98536	-4.7045	-4.0782	4.67566	-4.85348	-2.25885	-4.01211
gbest for task 12	4.17363	-0.884555	1.2622	-0.196703	-2.18953	3.6958	0.282244	-2.717	0.119792	1.70308	-2.58259	0.896794	-1.31997	2.94247	-2.54333	-2.45413	1.19501	-3.15096	2.41716	0.779405	3.34773	-2.54378	-0.944094	-0.605541	-2.15442	-3.90974	2.80475	1.59726	-3.7779	-2.00102	0.416318	-4.60427	2.11443	-3.32148	0.199026	4.9249	-4.62568	-4.51873	-2.79209	0.494114	2.18435	-0.37468	-3.60909	-4.13562	-2.43221	-1.15243	-1.58974	3.7628	0.696616	-4.17259
gbest for task 9	-2.92286	-1.23426	-4.31358	-0.0430351	0.784785	-1.5047	-2.45091	-4.44407	-2.57245	2.52513	2.34319	4.50598	-3.27766	4.48141	2.60637	-4.97832	-2.12457	-3.77529	-1.3039	4.42588	1.80273	1.31293	2.29448	-1.18778	1.91445	3.73835	-0.207061	0.759337	1.97893	-4.92126	-0.590759	4.05608	-1.15552	0.0956654	-0.986959	4.62926	3.59097	1.56213	-4.81481	-3.98148	-0.912743	2.52839	-4.4755	0.809599	2.00979	3.13087	0.831279	4.88523	4.35558	4.52738
gbest for task 13	-2.99796	2.71435	1.04512	-0.192222	-3.67671	-2.3987	-0.146711	3.21253	3.38906	-4.4625	0.337779	4.12782	-1.31176	4.79133	-2.93621	-4.46352	1.85318	0.384194	-2.86291	2.14239	2.65097	-3.95412	1.21068	2.85646	-1.46491	-0.11904	-2.36337	1.20719	1.60994	-4.65641	-3.35532	3.61199	3.05794	2.68981	-1.58023	4.38123	-4.70889	3.27305	2.59376	3.68017	3.81055	-2.06846	2.80799	-2.5012	-2.27713	4.87178	-1.96472	4.57605	0.255976	0.172366
gbest for task 13	0.462599	0.927852	-1.61759	-0.315943	-4.39322	-3.63369	-4.496	-3.542	-3.01677	-1.80715	2.32787	-2.09777	3.71767	1.95219	-3.45549	1.44379	-4.66819	-1.38108	3.68283	0.767219	-3.1262	4.56128	0.122869	-2.35049	-3.96853	2.94587	-4.3136	-4.88626	-2.87102	-0.728566	3.68362	2.59157	-4.80071	-2.93396	-2.72437	-4.19394	-1.56766	-2.22036	-2.73594	0.415571	0.972485	4.59193	3.3178	-0.309847	1.54412	4.86231	-3.86606	1.87593	-1.51877	4.81677
gbest for task 10	-0.441476	2.98586	0.803425	1.74433	0.155686	-2.67591	4.56445	-0.187408	-2.42565	-0.442235	0.570322	2.6305	1.21648	3.62409	4.10063	-0.818196	3.70015	-1.34579	-3.01718	-0.333357	-0.27396	3.93177	0.100602	1.35211	4.56645	4.97068	3.93247	-4.72677	0.630817	0.00271693	-3.60382	-4.81066	-2.01143	2.19961	1.93367	3.14426	4.5237	1.49812	-2.04315	-2.90196	-3.94412	3.52717	4.72855	2.27236	2.15126	3.82918	-3.54583	0.851416	-2.51662	-1.56302
gbest for task 14	-3.45537	3.81184	-4.34428	-2.69896	-4.7395	2.99787	1.77434	3.9265	0.595033	4.57868	3.18631	-2.6382	3.71326	3.35086	3.17583	-3.41939	4.31993	-1.68412	3.73693	1.11044	-1.02696	-1.51703	-1.76064	-2.61531	-0.775633	2.13812	3.93034	-3.53437	0.786374	2.61902	3.80613	2.331	1.43086	4.46185	4.63204	1.69136	2.45972	1.40638	0.617858	-1.94525	0.985066	-1.19583	0.416549	-0.301671	-2.84497	-1.40762	1.27894	-3.52504	1.90826	0.0158679
gbest for task 14	-2.92286	-1.23426	-4.31358	-0.0430351	0.784785	-1.5047	-2.45091	-4.44407	-2.57245	2.52513	2.34319	4.50598	-3.27766	4.48141	2.60637	-4.97832	-2.12457	-3.77529	-1.3039	4.42588	1.80273	1.31293	2.29448	-1.18778	1.91445	3.73835	-0.207061	0.759337	1.97893	-4.92126	-0.590759	4.05608	-1.15552	0.0956654	-0.986959	4.62926	3.59097	1.56213	-4.81481	-3.98148	-0.912743	2.52839	-4.4755	0.809599	2.00979	3.13087	0.831279	4.88523	4.35558	4.52738
gbest for task 11	-4.95105	-1.6071	-4.01267	-4.87788	-1.06121	2.38575	1.72731	-3.83207	-2.89111	1.70605	4.61532	4.46767	4.86047	0.895768	3.49685	2.60557	-2.26975	-0.649676	1.84053	3.31341	-0.376429	-3.91901	2.44692	0.802285	-3.91391	-3.15215	1.12646	-0.169359	3.95933	3.45383	0.557568	4.00828	-3.15327	1.5449	4.13039	0.785515	-1.06935	0.85771	1.95345	1.03954	-2.43624	1.56877	0.50721	-2.57577	-2.53546	-0.995935	-4.9702	0.194793	3.35439	1.87034
gbest for task 15	-0.8197	-3.33235	2.60121	-2.89876	2.97653	-2.81896	1.84278	3.08301	-4.50786	-4.82271	-2.96039	-2.00294	-0.744065	3.63873	1.65839	-4.7034	3.79196	0.261141	1.04262	3.55431	-1.68285	-0.881445	4.20208	-3.19327	-1.52743	0.49197	2.65055	-1.38147	2.4219	-1.16674	2.4227	-3.3978	0.500908	0.0239116	-1.29656	-1.52257	2.20495	-4.45378	-3.43956	2.69709	-4.27649	-1.39995	-4.30585	-0.0205583	-2.76122	2.35254	0.276041	-3.96926	-2.38632	-3.68134
gbest for task 15	4.0517	-4.84833	-1.52282	-3.87188	2.70227	-0.800193	-1.49721	-2.29183	-0.16065	-4.22291	-2.12285	-1.84673	0.509977	-4.6982	2.35924	4.02352	-4.79981	3.94107	-1.41179	-0.594496	-2.9186	-4.81357	2.71444	0.477814	-1.9636	-1.10349	-1.41024	-4.27021	-4.06897	1.35778	4.00385	4.98273	1.50945	-2.51898	-3.88915	-0.788279	1.68083	-0.386359	1.91989	-3.47982	0.390736	4.79705	-0.326546	-4.09929	-4.90115	-2.9673	4.92423	-4.70096	-4.02623	-1.48757
gbest for task 12	-2.95177	-3.62058	-0.38486	-4.03703	-3.52614	0.530712	-0.117365	3.46467	3.02665	1.91282	-4.42666	3.41369	0.905805	0.603385	4.20527	0.00775576	3.2878	3.62133	2.56404	4.45282	-0.189361	1.64183	-0.686752	-4.68386	0.442351	-4.75143	-0.125588	-0.367571	1.47722	-1.00401	-3.23037	3.52545	0.375413	1.38477	4.48842	1.84927	-3.08451	-0.628945	0.313944	4.94213	-3.71613	0.887281	3.35582	2.18968	-3.50933	2.56109	-2.80257	4.77847	1.18243	4.76147
gbest for task 16	-3.04075	1.19623	2.30813	-3.41035	2.87857	-2.14384	3.36142	-4.76134	3.08743	2.15465	-2.02185	-4.34473	-2.11601	-0.562183	-3.52668	-0.163314	-3.92827	-4.60372	-3.0211	-0.94901	1.66565	-2.64375	1.24789	2.18965	3.03176	-3.39348	0.642481	-4.62495	-3.71989	0.995987	1.12269	-1.76064	-2.80779	-1.56917	-0.170993	-4.92922	1.28699	-1.80958	-4.69056	-0.625578	-4.65493	-1.71241	0.0296953	-1.77094	2.7254	1.50301	3.06575	3.79713	1.89929	-4.95536
gbest for task 16	1.48631	-3.76802	4.47455	4.52083	3.05886	1.78425	4.30866	-4.54645	-2.95721	-4.7383	1.99455	4.04732	-0.390622	1.65007	1.45864	-1.21167	-0.153694	0.538742	1.35727	3.45266	-3.92979	-2.30178	3.69054	-1.23754	1.66395	3.88773	-1.07298	3.20449	-3.87985	2.64691	0.513453	2.60646	3.87889	-0.0119947	2.12729	1.93775	-3.22775	1.43595	2.39131	-1.18495	1.69765	-0.614143	-2.13763	-3.69297	-3.96408	4.32101	0.0953654	0.88223	-0.140248	-3.54736
